Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Fuel Used(gal(US)),Fuel Eff (A)(ac/gal(US)),Eng Power(W),Eng Load(%),Pass Num,Speed(mph),Prod(ac/h),Fuel Con(A)(gal(US)/ac),Fuel Con(T)(gal(US)/h),Fuel Con(M)(gal(US)/lb),Fuel Con(V)(gal(US)/bu),Crop Flw(V)(bu/h),Fuel Eff(mi/gal(US)),Date
-85.08791305,41.51813529,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,815,4.131,152.20,1.000,983.92,10/19/2016,On,20.00,Yes,26.10,18.70,13760,245.71,13239,236.41,In,0.0018,0.0032,0.598,0.00,65.00,4,2.816,6.827,1.672,11.41,0.00012,0.0068,1677.6,0.247,10/19/2016
-85.08790587,41.51812517,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,816,4.288,151.60,1.000,983.85,10/19/2016,On,20.00,Yes,26.37,19.40,13394,239.18,12776,228.14,In,0.0018,0.0032,0.621,0.00,63.00,4,2.924,7.088,1.610,11.41,0.00012,0.0067,1695.3,0.256,10/19/2016
-85.08789905,41.51811571,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,817,4.124,151.40,1.000,983.94,10/19/2016,On,20.00,Yes,25.02,19.70,13215,235.99,12559,224.26,In,0.00046,0.0032,0.597,0.00,65.00,4,2.812,6.817,1.674,11.41,0.00013,0.0071,1608.6,0.246,10/19/2016
-85.08789215,41.51810632,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,818,3.986,150.90,1.000,984.11,10/19/2016,On,20.00,Yes,26.62,19.50,14542,259.69,13854,247.39,In,-0.00045,0.0032,0.577,0.00,65.00,4,2.718,6.589,1.732,11.41,0.00012,0.0067,1711.0,0.238,10/19/2016
-85.08788498,41.51809696,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,819,4.072,149.90,1.000,984.20,10/19/2016,On,20.00,Yes,24.75,19.10,13240,236.43,12676,226.36,In,-0.00045,0.0032,0.590,0.00,63.00,4,2.776,6.730,1.696,11.41,0.00013,0.0072,1591.1,0.243,10/19/2016
-85.08787758,41.51808750,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,820,4.035,149.30,1.000,984.28,10/19/2016,On,20.00,Yes,22.34,19.70,12055,215.27,11456,204.57,In,0.0032,0.0029,0.638,0.00,64.00,4,2.751,6.670,1.568,10.46,0.00013,0.0073,1435.9,0.263,10/19/2016
-85.08787002,41.51807800,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,821,4.055,148.70,1.000,984.48,10/19/2016,On,20.00,Yes,23.04,19.90,12374,220.97,11730,209.46,In,0.0041,0.0032,0.587,0.00,65.00,4,2.765,6.703,1.703,11.41,0.00014,0.0077,1481.1,0.242,10/19/2016
-85.08787002,41.51807800,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,822,0.240,148.70,0.100,984.48,10/19/2016,On,20.00,Yes,23.04,19.90,20951,374.13,19860,354.65,In,0.0041,0.0032,0.035,0.00,65.00,4,1.633,3.959,28.83,114.12,0.0014,0.077,1481.1,0.014,10/19/2016
-85.08786242,41.51806870,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,823,3.783,148.50,0.900,984.50,10/19/2016,On,20.00,Yes,20.47,19.50,10606,189.39,10104,180.42,In,0.0041,0.0032,0.548,0.00,64.00,4,2.866,6.947,1.825,12.68,0.00017,0.0096,1315.7,0.226,10/19/2016
-85.08785474,41.51805935,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,824,4.052,148.30,1.000,984.71,10/19/2016,On,20.00,Yes,19.78,19.80,10631,189.85,10090,180.18,In,0.0041,0.0032,0.587,0.00,67.00,4,2.763,6.697,1.704,11.41,0.00016,0.0090,1271.4,0.242,10/19/2016
