lat,lon,speed,ts,data
40.7246,-102.1891,0.053,1499184648,0
40.7246,-102.1891,0.038,1499184649,0
40.7246,-102.1891,0.013,1499184650,0
40.7246,-102.1891,0.013,1499184651,0
40.7246,-102.1891,0.02,1499184652,0
40.7246,-102.1891,0.028,1499184653,0
40.7246,-102.1891,0.053,1499184654,0
40.7246,-102.1891,0.036,1499184655,0
40.7246,-102.1891,0.013,1499184656,0
40.7246,-102.1891,0,1499184657,0
40.7246,-102.1891,0.021,1499184658,0
40.7246,-102.1891,0.048,1499184659,0
40.7246,-102.1891,0.026,1499184660,0
40.7246,-102.1891,0.033,1499184661,0
40.7246,-102.1891,0.058,1499184662,0
40.7246,-102.1891,0.005,1499184663,0
40.7246,-102.1891,0.023,1499184664,0
40.7246,-102.1891,0.025,1499184665,0
40.7246,-102.1891,0.017,1499184666,0
40.7246,-102.1891,0.017,1499184667,0
40.7246,-102.1891,0.022,1499184668,0
40.7246,-102.1891,0.036,1499184669,0
40.7246,-102.1891,0.027,1499184670,0
40.7246,-102.1891,0.028,1499184671,0
40.7246,-102.1891,0.013,1499184672,0
40.7246,-102.1891,0.013,1499184673,0
40.7246,-102.1891,0.019,1499184674,0
40.7246,-102.1892,0.017,1499184675,0
40.7246,-102.1892,0.04,1499184676,0
40.7246,-102.1892,0.032,1499184677,0
40.7246,-102.1892,0.049,1499184678,0
40.7246,-102.1892,0.047,1499184679,0
40.7246,-102.1892,0.043,1499184680,0
40.7246,-102.1892,0.052,1499184681,0
40.7246,-102.1892,0.02,1499184682,0
40.7246,-102.1892,0.038,1499184683,0
40.7246,-102.1892,0.019,1499184684,0
40.7246,-102.1892,0.047,1499184685,0
40.7246,-102.1892,0.033,1499184686,0
40.7246,-102.1892,0.038,1499184687,0
40.7246,-102.1892,0.02,1499184688,0
40.7246,-102.1892,0.032,1499184689,0
40.7246,-102.1892,0.02,1499184690,0
40.7246,-102.1892,0.045,1499184691,0
40.7246,-102.1892,0.033,1499184692,0
40.7246,-102.1892,0.037,1499184693,0
40.7246,-102.1892,0,1499184694,0
40.7246,-102.1892,0.009,1499184695,0
40.7246,-102.1892,0.059,1499184696,NaN
40.7246,-102.1892,0.037,1499184697,0
40.7246,-102.1892,0.039,1499184698,0
40.7246,-102.1892,0.02,1499184699,0
40.7246,-102.1891,0.044,1499184700,0
40.7246,-102.1892,0.072,1499184701,0
40.7246,-102.1892,0.04,1499184702,0
40.7246,-102.1892,0.013,1499184703,0
40.7246,-102.1892,0.01,1499184704,0
